timestamp,sensor1,sensor2
2,777,424
54,765,428
105,790,407
157,784,384
209,773,308
261,768,342
312,820,385
364,972,407
416,962,442
468,845,432
519,785,431
571,776,423
623,797,390
675,809,377
727,790,343
778,778,357
830,768,374
882,775,403
934,776,438
985,873,474
1037,1002,458
1089,931,409
1141,824,388
1193,786,342
1244,782,353
1296,798,379
1348,809,382
1400,791,412
1451,777,449
1503,756,453
1555,741,386
1607,763,384
1659,825,381
1710,965,389
1762,957,362
1814,834,358
1866,779,383
1917,773,419
1969,796,462
2021,794,449
2073,825,426
2125,826,386
2176,771,357
2228,759,349
2280,766,352
2332,772,378
2383,855,411
2435,959,460
2487,875,438
2539,781,433
2591,754,411
2642,768,388
2694,791,357
2746,795,364
2798,772,379
2850,754,401
2901,752,417
2953,764,440
3005,768,405
3057,776,417
3109,887,422
3160,920,396
3212,820,351
3264,751,337
3316,739,360
3367,781,397
3419,804,439
3471,782,437
3523,756,454
3575,754,437
3626,759,406
3678,764,363
3730,781,365
3782,892,342
3833,917,387
3885,811,396
3937,747,426
3989,751,449
4041,782,439
4092,800,433
4144,781,397
4196,766,359
4248,756,374
4300,765,368
4351,763,402
4403,801,448
4455,916,466
4507,900,436
4559,799,418
4610,756,379
4662,755,349
4714,781,356
4766,797,353
4817,783,330
4869,769,394
4921,761,421
4973,762,439
5025,766,421
5076,794,409
5128,911,402
5180,903,356
5232,797,333
5283,756,311
5335,757,358
5387,778,427
5439,792,443
5491,782,445
5542,771,449
5594,762,401
5646,762,372
5698,765,363
5750,776,366
5801,883,396
5853,923,416
5905,830,438
5957,757,452
6008,743,450
6060,775,425
6112,798,394
6164,792,371
6216,770,343
6267,761,360
6319,766,399
6371,771,415
6423,798,430
6475,901,457
6526,907,445
6578,805,411
6630,750,386
6682,752,354
6733,788,370
6785,802,374
6837,790,401
6889,773,427
6941,765,446
6992,756,437
7044,768,429
7096,866,423
7148,950,406
7200,868,356
7251,778,363
7303,757,363
7355,766,399
7407,788,439
7458,796,464
7510,780,459
7562,765,433
7614,759,397
7666,769,358
7717,798,363
7769,932,387
7821,945,387
7873,838,394
7925,773,433
7976,761,451
8028,780,425
8080,801,420
8132,799,367
8183,777,355
8235,765,366
8287,766,392
8339,775,405
8391,815,427
8442,961,470
8494,944,457
8546,828,411
8598,773,385
8650,770,340
8701,795,331
8753,808,344
8805,798,326
8857,777,391
8908,768,421
8960,769,438
9012,775,434
9064,790,424
9115,925,415
9167,982,378
9219,869,338
9271,784,358
9323,766,383
9374,790,435
9426,814,463
9478,802,447
9530,778,433
9581,765,408
9633,764,395
9685,766,381
9737,775,324
9789,877,379
9840,977,418
9892,888,437
9944,784,451
9996,755,433
