timestamp_ms,ppg1,ppg2
0,16,3533
11,29,3593
23,23,3757
35,27,3809
47,28,3754
59,27,3880
70,1424,3919
82,2794,3773
94,3944,3856
106,4095,3897
118,4095,3845
129,4095,3754
141,4095,3698
153,4095,3676
165,4095,3430
177,4095,3475
189,4095,3491
200,4095,3357
212,4095,3326
224,4095,3414
236,4095,3380
248,4095,3203
260,4095,3336
271,4095,3446
283,4095,3332
295,4095,3407
307,4095,3490
319,4095,3472
330,4095,3284
342,4095,3419
354,4095,3538
366,4095,3402
378,3761,3532
390,506,3716
401,22,3579
413,25,3502
425,27,3547
437,25,3676
449,25,3607
460,30,3759
472,27,3917
484,242,3868
496,1521,3838
508,2902,3941
519,4095,3917
531,4095,3713
543,4095,3791
555,4095,3855
567,4095,3705
579,4095,3627
590,4095,3608
602,4095,3505
614,4095,3259
626,4095,3368
638,4095,3399
649,4095,3294
661,4095,3321
673,4095,3419
685,4095,3401
697,4095,3317
709,4095,3389
720,4095,3482
732,4095,3334
744,4095,3445
756,4095,3538
768,4095,3457
779,4095,3433
791,4095,3481
803,3742,3589
815,437,3514
827,22,3551
839,28,3612
850,25,3585
862,29,3621
874,29,3764
886,23,3820
898,22,3718
910,228,3854
921,1670,3932
933,3067,3832
945,4095,3880
957,4095,3908
969,4095,3876
980,4095,3651
992,4095,3708
1004,4095,3684
1016,4095,3475
1028,4095,3457
1040,4095,3483
1051,4095,3406
1063,4095,3300
1075,4095,3299
1087,4095,3394
1099,4095,3247
1111,4095,3361
1122,4095,3463
1134,4095,3392
1146,4095,3400
1158,4095,3475
1170,4095,3494
1181,4095,3320
1193,4095,3425
1205,4095,3542
1217,4095,3461
1229,3301,3549
1241,119,3708
1252,22,3600
1264,25,3395
1276,28,3561
1288,22,3708
1300,23,3665
1312,25,3773
1323,26,3919
1335,407,3918
1347,1717,3788
1359,3054,3884
1371,4095,3950
1382,4095,3792
1394,4095,3831
1406,4095,3856
1418,4095,3722
1430,4095,3597
1442,4095,3533
1453,4095,3520
1465,4095,3292
1477,4095,3355
1489,4095,3419
1501,4095,3335
1513,4095,3315
1524,4095,3423
1536,4095,3410
1548,4095,3271
1560,4095,3395
1572,4095,3498
1583,4095,3396
1595,4095,3448
1607,4095,3534
1619,4095,3518
1631,4095,3314
1643,4095,3460
1654,3189,3646
1666,66,3589
1678,26,3555
1690,23,3635
1702,24,3644
1713,24,3587
1725,25,3712
1737,25,3841
1749,26,3772
1761,466,3873
1773,1897,3956
1784,3295,3879
1796,4095,3850
1808,4095,3858
1820,4095,3895
1832,4095,3659
1843,4095,3702
1855,4095,3698
1867,4095,3551
1879,4095,3456
1891,4095,3495
1903,4095,3423
1914,4095,3206
1926,4095,3323
1938,4095,3409
1950,4095,3319
1962,4095,3360
1974,4095,3460
1985,4095,3470
1997,4095,3270
2009,4095,3442
2021,4095,3530
2033,4095,3402
2045,4095,3470
2056,4095,3545
2068,4095,3505
2080,2991,3537
2092,23,3639
2104,24,3618
2115,23,3439
2127,26,3564
2139,19,3730
2151,26,3708
2163,30,3772
2175,26,3880
2186,534,3913
2198,1876,3738
2210,3193,3869
2222,4095,3959
2234,4095,3863
2245,4095,3827
2257,4095,3864
2269,4095,3753
2281,4095,3461
2293,4095,3538
2305,4095,3539
2316,4095,3364
2328,4095,3354
2340,4095,3418
2352,4095,3389
2364,4095,3215
2376,4095,3358
2387,4095,3432
2399,4095,3323
2411,4095,3389
2423,4095,3515
2435,4095,3470
2447,4095,3433
2458,4095,3483
2470,4095,3542
2482,4095,3395
2494,4095,3453
2506,2904,3671
2518,26,3618
2529,21,3536
2541,23,3620
2553,25,3647
2565,22,3532
2577,26,3707
2588,24,3870
2600,25,3839
2612,558,3871
2624,1979,3953
2636,3387,3929
2648,4095,3726
2659,4095,3842
2671,4095,3907
2683,4095,3753
2695,4095,3686
2707,4095,3699
2719,4095,3584
2730,4095,3413
2742,4095,3421
2754,4095,3429
2766,4095,3264
2778,4095,3344
2790,4095,3432
2801,4095,3382
2813,4095,3357
2825,4095,3412
2837,4095,3486
2849,4095,3325
2861,4095,3454
2872,4095,3553
2884,4095,3449
2896,4095,3467
2908,4095,3560
2920,4095,3549
2931,2909,3450
2943,24,3625
2955,29,3639
2967,23,3536
2979,26,3589
2991,22,3720
3002,26,3769
3014,26,3645
3026,24,3837
3038,588,3939
3050,1991,3839
3061,3253,3889
3073,4095,3974
3085,4095,3889
3097,4095,3797
3109,4095,3763
3121,4095,3773
3132,4095,3552
3144,4095,3542
3156,4095,3558
3168,4095,3437
3180,4095,3357
3192,4095,3390
3203,4095,3413
3215,4095,3251
3227,4095,3342
3239,4095,3474
3251,4095,3412
3263,4095,3415
3274,4095,3526
3286,4095,3525
3298,4095,3351
3310,4095,3468
3322,4095,3565
3334,4095,3477
3345,4095,3473
3357,3012,3658
3369,34,3678
3381,18,3410
3393,26,3551
3405,22,3671
3416,22,3622
3428,28,3723
3440,25,3863
3452,24,3902
3464,521,3830
3475,1899,3887
3487,3315,3969
3499,4095,3789
3511,4095,3838
3523,4095,3933
3535,4095,3819
3546,4095,3685
3558,4095,3622
3570,4095,3600
3582,4095,3357
3594,4095,3386
3606,4095,3469
3617,4095,3352
3629,4095,3340
3641,4095,3431
3653,4095,3417
3665,4095,3275
3677,4095,3388
3688,4095,3507
3700,4095,3444
3712,4095,3444
3724,4095,3555
3736,4095,3526
3748,4095,3355
3759,4095,3506
3771,4095,3572
3783,3110,3574
3795,26,3610
3807,20,3642
3819,32,3607
3830,15,3548
3842,26,3649
3854,25,3789
3866,26,3705
3878,22,3842
3889,550,3971
3901,1992,3911
3913,3243,3876
3925,4095,3911
3937,4095,3913
3949,4095,3736
3960,4095,3770
3972,4095,3783
3984,4095,3609
3996,4095,3522
4008,4095,3550
4020,4095,3478
4031,4095,3251
4043,4095,3360
4055,4095,3423
4067,4095,3330
4079,4095,3373
4091,4095,3460
4102,4095,3454
4114,4095,3250
4126,4095,3470
4138,4095,3535
4150,4095,3428
4162,4095,3491
4173,4095,3576
4185,4095,3518
4197,4095,3439
4209,3454,3575
4221,314,3707
4232,21,3493
4244,22,3552
4256,21,3683
4268,21,3651
4280,21,3705
4292,28,3792
4303,25,3910
4315,395,3777
4327,1737,3887
4339,3132,3978
4351,4095,3912
4363,4095,3862
4374,4095,3927
4386,4095,3852
4398,4095,3581
4410,4095,3632
4422,4095,3630
