ptt_ms,collection_id,timestamp
272,1,2025-03-18 09:43:53
271,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
283,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
284,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
284,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
284,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
272,1,2025-03-18 09:43:53
