timestamp_ms,ppg1,ppg2
0,24,3722
12,1015,3764
23,2372,3770
35,3734,3757
47,4095,3711
59,4095,3651
71,4095,3592
82,4095,3540
94,4095,3489
106,4095,3432
118,4095,3377
130,4095,3355
141,4095,3343
153,4095,3315
165,4095,3326
177,4095,3334
189,4095,3342
201,4095,3329
212,4095,3347
224,4095,3350
236,4095,3341
248,4095,3355
260,4095,3359
272,4095,3361
283,4095,3368
295,4095,3377
307,4095,3365
319,4095,3357
331,4095,3374
342,3590,3383
354,408,3351
366,24,3370
378,25,3413
390,25,3472
402,27,3529
413,26,3603
425,26,3654
437,24,3693
449,583,3738
461,1901,3759
472,3248,3738
484,4095,3715
496,4095,3643
508,4095,3578
520,4095,3504
532,4095,3469
543,4095,3414
555,4095,3363
567,4095,3328
579,4095,3310
591,4095,3277
602,4095,3275
614,4095,3288
626,4095,3304
638,4095,3311
650,4095,3320
662,4095,3326
673,4095,3334
685,4095,3336
697,4095,3352
709,4095,3358
721,4095,3352
732,4095,3362
744,4095,3367
756,4095,3368
768,4095,3359
780,4095,3400
792,1497,3360
803,24,3346
815,22,3400
827,27,3445
839,25,3505
851,21,3570
862,24,3633
874,26,3670
886,20,3697
898,1446,3741
910,2757,3738
921,4001,3710
933,4095,3647
945,4095,3602
957,4095,3533
969,4095,3470
981,4095,3427
992,4095,3369
1004,4095,3320
1016,4095,3307
1028,4095,3295
1040,4095,3277
1052,4095,3278
1063,4095,3292
1075,4095,3295
1087,4095,3301
1099,4095,3330
1111,4095,3346
1122,4095,3342
1134,4095,3355
1146,4095,3359
1158,4095,3348
1170,4095,3357
1182,4095,3370
1193,4095,3363
1205,4095,3353
1217,4095,3367
1229,2975,3378
1241,26,3341
1253,25,3351
1264,25,3409
1276,26,3475
1288,27,3527
1300,27,3593
1312,19,3651
1323,22,3681
1335,806,3716
1347,2234,3742
1359,3489,3732
1371,4095,3680
1383,4095,3620
1394,4095,3570
1406,4095,3510
1418,4095,3441
1430,4095,3397
1442,4095,3362
1453,4095,3323
1465,4095,3297
1477,4095,3274
1489,4095,3268
1501,4095,3274
1513,4095,3295
1524,4095,3296
1536,4095,3310
1548,4095,3336
1560,4095,3338
1572,4095,3340
1584,4095,3352
1595,4095,3365
1607,4095,3355
1619,4095,3353
1631,4095,3369
1643,4095,3364
1654,4095,3355
1666,4095,3387
1678,1039,3350
1690,24,3345
1702,26,3374
1714,26,3435
1725,25,3494
1737,26,3562
1749,24,3634
1761,22,3685
1773,194,3692
1784,1646,3729
1796,3025,3744
1808,4095,3720
1820,4095,3635
1832,4095,3596
1844,4095,3537
1855,4095,3473
1867,4095,3419
1879,4095,3383
1891,4095,3332
1903,4095,3306
1915,4095,3295
1926,4095,3278
1938,4095,3268
1950,4095,3275
1962,4095,3296
1974,4095,3301
1985,4095,3313
1997,4095,3327
2009,4095,3335
2021,4095,3342
2033,4095,3359
2045,4095,3362
2056,4095,3358
2068,4095,3361
2080,4095,3379
2092,4095,3367
2104,4095,3370
2116,2531,3375
2127,25,3347
2139,25,3355
2151,26,3410
2163,22,3475
2175,26,3526
2186,27,3582
2198,24,3641
2210,22,3676
2222,944,3685
2234,2455,3699
2246,3718,3697
2257,4095,3639
2269,4095,3570
2281,4095,3534
2293,4095,3486
2305,4095,3427
2316,4095,3399
2328,4095,3356
2340,4095,3321
2352,4095,3304
2364,4095,3312
2376,4095,3306
2387,4095,3296
2399,4095,3319
2411,4095,3325
2423,4095,3329
2435,4095,3340
2447,4095,3339
2458,4095,3351
2470,4095,3361
2482,4095,3373
