timestamp_ms,ppg1,ppg2
0,3165,3132
12,3179,3139
24,3164,3112
36,3159,3126
48,3160,3142
59,3151,3121
71,3137,3132
83,3114,3140
95,3112,3142
107,3088,3120
118,3087,3133
130,3082,3141
142,3074,3134
154,3048,3150
166,3042,3144
177,3035,3154
189,3023,3127
201,3027,3140
213,3050,3139
225,3069,3118
237,3077,3130
248,3095,3135
260,3103,3129
272,3113,3135
284,3110,3125
296,3119,3136
308,3102,3114
319,3099,3134
331,3094,3135
343,3098,3130
355,3093,3129
367,3089,3141
378,3090,3146
390,3079,3118
402,3078,3135
414,3077,3140
426,3062,3117
438,3044,3123
449,3037,3130
461,3041,3147
473,3046,3130
485,3064,3143
497,3089,3151
508,3097,3148
520,3112,3145
532,3129,3150
544,3132,3148
556,3118,3126
568,3101,3146
579,3089,3143
591,3073,3130
603,3064,3138
615,3062,3156
627,3066,3168
638,3050,3153
650,3044,3152
662,3043,3157
674,3027,3131
686,3020,3143
698,3012,3161
709,3006,3167
721,3004,3148
733,3026,3159
745,3051,3174
757,3042,3151
768,3047,3161
780,3059,3173
792,3073,3156
804,3060,3157
816,3060,3160
828,3059,3175
839,3051,3151
851,3052,3177
863,3048,3174
875,3037,3157
887,3020,3161
899,2994,3159
910,2965,3161
922,2926,3128
934,2911,3140
946,2907,3148
958,2910,3135
969,2928,3144
981,2956,3152
993,2991,3155
1005,3008,3147
1017,3024,3145
1029,3042,3157
1040,3040,3129
1052,3047,3133
1064,3056,3149
1076,3068,3138
1088,3072,3146
1100,3083,3147
1111,3104,3151
1123,3093,3134
1135,3090,3138
1147,3097,3146
1159,3097,3136
1170,3077,3133
1182,3072,3141
1194,3082,3142
1206,3070,3114
1218,3079,3116
1230,3092,3140
1241,3094,3122
1253,3095,3128
1265,3105,3140
1277,3121,3153
1289,3141,3148
1301,3166,3168
1312,3186,3179
1324,3184,3151
1336,3164,3148
1348,3135,3150
1360,3094,3145
1371,3062,3130
1383,3045,3142
1395,3037,3142
1407,3020,3125
1419,3019,3139
1431,3017,3145
1442,3035,3136
1454,3044,3139
1466,3055,3146
1478,3076,3150
1490,3079,3128
1502,3101,3144
1513,3105,3163
1525,3113,3153
1537,3110,3150
1549,3120,3163
1561,3123,3173
1573,3121,3133
1584,3114,3136
1596,3116,3155
1608,3115,3123
1620,3101,3139
1632,3101,3139
1643,3102,3151
1655,3089,3126
1667,3081,3133
1679,3070,3139
1691,3074,3125
1703,3070,3135
1714,3064,3149
1726,3056,3149
1738,3035,3139
1750,3037,3146
1762,3044,3164
1774,3033,3134
1785,3037,3142
1797,3051,3147
1809,3062,3134
1821,3062,3123
1833,3068,3121
1845,3083,3127
1856,3073,3097
1868,3071,3101
1880,3081,3120
1892,3083,3113
1904,3075,3109
1915,3082,3126
1927,3085,3145
1939,3071,3123
1951,3078,3136
1963,3092,3149
1975,3087,3145
1986,3096,3148
1998,3100,3140
2010,3102,3154
2022,3097,3132
2034,3090,3140
2046,3105,3152
2057,3110,3133
2069,3118,3132
2081,3124,3140
2093,3130,3143
2105,3117,3123
2117,3086,3127
2128,3060,3145
2140,3014,3129
2152,2988,3134
2164,2980,3143
2176,2984,3140
2187,2987,3136
2199,2998,3142
2211,3019,3160
2223,3011,3136
2235,3020,3151
2247,3033,3162
2258,3038,3149
2270,3035,3149
2282,3031,3146
2294,3036,3171
2306,3030,3132
2318,3050,3150
2329,3057,3161
2341,3058,3150
2353,3050,3153
2365,3049,3157
2377,3054,3179
2389,3033,3142
2400,3028,3153
2412,3029,3159
2424,3036,3149
2436,3040,3148
2448,3047,3159
2460,3069,3166
2471,3079,3147
2483,3085,3159
2495,3096,3158
2507,3094,3137
2519,3078,3147
2530,3084,3154
2542,3080,3164
2554,3078,3153
2566,3075,3164
2578,3099,3173
2590,3094,3151
2601,3097,3148
2613,3109,3154
2625,3101,3129
2637,3089,3124
2649,3077,3139
2661,3091,3147
2672,3056,3126
2684,3036,3132
2696,3019,3146
2708,3011,3139
2720,3005,3148
2732,3006,3146
2743,3022,3159
2755,3004,3136
2767,3001,3151
2779,3003,3164
2791,2999,3146
2803,3002,3145
2814,3011,3151
2826,3017,3166
2838,3008,3140
2850,3014,3150
2862,3024,3161
2874,3026,3128
2885,3025,3151
2897,3017,3155
2909,3023,3161
2921,3020,3146
2933,3028,3156
2944,3041,3162
2956,3037,3154
2968,3040,3155
2980,3043,3164
2992,3053,3162
3004,3047,3156
3015,3039,3149
3027,3039,3157
3039,3026,3140
3051,3027,3142
3063,3042,3149
3075,3059,3142
3086,3067,3146
3098,3078,3145
3110,3081,3150
3122,3067,3130
3134,3061,3137
3146,3056,3148
3157,3034,3142
3169,3020,3139
3181,3017,3155
3193,3014,3162
3205,3012,3146
3217,3016,3166
3228,3020,3176
3240,3028,3156
3252,3030,3158
3264,3038,3169
3276,3048,3173
3288,3061,3151
3299,3076,3157
3311,3088,3178
3323,3095,3155
3335,3100,3170
3347,3111,3169
3359,3113,3176
3370,3099,3150
3382,3087,3151
3394,3087,3170
3406,3080,3151
3418,3080,3144
3429,3078,3169
3441,3070,3163
3453,3064,3156
3465,3072,3155
3477,3087,3174
3489,3080,3149
3500,3076,3162
3512,3085,3174
3524,3087,3167
3536,3085,3164
3548,3097,3168
3560,3116,3180
3571,3113,3145
3583,3114,3164
3595,3123,3172
3607,3118,3151
3619,3110,3150
3631,3102,3154
3642,3098,3148
3654,3082,3125
3666,3082,3145
3678,3079,3154
3690,3069,3148
3702,3059,3159
3713,3050,3173
3725,3060,3180
3737,3038,3163
3749,3039,3173
3761,3046,3173
3773,3034,3150
3784,3030,3152
3796,3032,3162
3808,3031,3169
3820,3040,3150
3832,3056,3159
3843,3080,3183
3855,3090,3157
3867,3113,3167
3879,3126,3185
3891,3127,3180
3903,3124,3177
3914,3116,3169
3926,3111,3187
3938,3091,3159
3950,3085,3171
3962,3074,3178
3974,3062,3178
3985,3056,3159
3997,3053,3167
4009,3069,3180
4021,3057,3146
4033,3058,3169
4045,3071,3182
4056,3065,3158
4068,3060,3158
4080,3058,3158
4092,3072,3151
4104,3077,3141
4116,3086,3161
4127,3111,3178
4139,3109,3170
4151,3103,3177
4163,3102,3187
4175,3090,3181
4186,3074,3162
4198,3056,3163
4210,3053,3168
4222,3045,3158
4234,3048,3157
4246,3049,3181
4257,3037,3186
4269,3033,3165
4281,3038,3170
4293,3050,3162
4305,3048,3148
4317,3052,3143
4328,3060,3156
4340,3061,3153
4352,3056,3153
4364,3040,3167
4376,3034,3183
4388,3033,3160
4399,3033,3163
4411,3044,3165
4423,3041,3148
4435,3051,3147
4447,3057,3146
4459,3062,3162
4470,3064,3143
4482,3057,3164
4494,3057,3174
4506,3062,3163
4518,3062,3163
4530,3064,3170
4541,3073,3170
4553,3069,3153
4565,3073,3165
4577,3079,3179
4589,3070,3176
4601,3062,3174
4612,3062,3181
4624,3057,3171
4636,3048,3163
4648,3055,3158
4660,3052,3179
4671,3049,3165
4683,3057,3171
4695,3060,3192
4707,3075,3186
4719,3081,3166
4731,3082,3179
4742,3092,3182
4754,3078,3152
4766,3078,3161
4778,3069,3174
4790,3070,3164
4802,3064,3170
4813,3047,3167
4825,3052,3178
4837,3035,3150
4849,3018,3171
4861,3006,3173
4873,2993,3168
4884,2981,3163
4896,2981,3178
4908,2987,3177
4920,2986,3176
4932,3000,3174
4944,3037,3176
4955,3058,3162
4967,3081,3165
4979,3097,3182
4991,3114,3173
5003,3124,3168
5014,3132,3164
5026,3135,3171
5038,3112,3147
5050,3106,3146
5062,3102,3165
5074,3092,3165
5085,3080,3161
5097,3083,3170
5109,3083,3185
5121,3072,3183
5133,3078,3188
5145,3083,3198
5156,3089,3178
5168,3094,3184
5180,3102,3180
5192,3110,3198
5204,3100,3196
5216,3096,3194
5227,3083,3196
5239,3081,3177
5251,3063,3186
5263,3060,3184
5275,3042,3193
5287,3038,3165
5298,3030,3173
5310,3026,3176
5322,3020,3160
5334,3020,3160
5346,3030,3175
5357,3030,3168
5369,3025,3164
5381,3029,3164
5393,3045,3171
5405,3047,3160
5417,3061,3167
5428,3069,3166
5440,3071,3144
5452,3069,3151
5464,3071,3172
5476,3068,3185
5488,3052,3166
5499,3041,3173
5511,3029,3184
5523,3011,3156
5535,2991,3174
5547,2979,3164
5559,2990,3179
5570,2992,3148
5582,3002,3160
5594,3023,3177
5606,3031,3161
5618,3047,3170
5629,3071,3170
5641,3080,3182
5653,3084,3169
5665,3090,3189
5677,3098,3208
5689,3093,3185
5700,3084,3191
5712,3089,3188
5724,3082,3176
5736,3070,3162
5748,3054,3149
5760,3058,3154
5771,3056,3134
5783,3054,3137
5795,3074,3148
5807,3086,3166
5819,3083,3167
5831,3087,3184
5842,3098,3195
5854,3086,3174
5866,3086,3173
5878,3076,3168
5890,3056,3159
5902,3045,3153
5913,3039,3150
5925,3052,3152
5937,3052,3140
5949,3063,3149
5961,3074,3157
5973,3077,3160
5984,3100,3175
5996,3104,3192
6008,3126,3209
6020,3137,3187
6032,3154,3204
6043,3170,3214
6055,3159,3185
6067,3152,3183
6079,3145,3187
6091,3120,3182
6103,3100,3154
6114,3076,3163
6126,3074,3167
6138,3056,3160
6150,3053,3173
6162,3055,3179
6174,3062,3185
6185,3062,3182
6197,3063,3186
6209,3064,3194
6221,3060,3168
6233,3067,3181
6245,3073,3171
6256,3084,3162
6268,3074,3154
6280,3083,3148
6292,3083,3159
6304,3062,3134
6316,3063,3148
6327,3064,3158
6339,3069,3172
6351,3074,3169
6363,3067,3179
6375,3070,3190
6387,3065,3169
6398,3076,3176
6410,3076,3186
6422,3077,3169
6434,3070,3171
6446,3070,3157
6458,3070,3166
6469,3064,3156
6481,3058,3162
6493,3059,3167
6505,3057,3166
6517,3062,3172
6528,3065,3177
6540,3071,3193
6552,3059,3179
6564,3063,3180
6576,3067,3181
6588,3071,3162
6599,3074,3165
6611,3075,3174
6623,3071,3171
6635,3071,3151
6647,3075,3151
6659,3089,3161
6670,3081,3146
6682,3088,3150
6694,3085,3166
6706,3070,3155
6718,3065,3157
6730,3059,3159
6741,3070,3172
6753,3064,3159
6765,3076,3179
6777,3081,3192
6789,3081,3179
6800,3093,3181
6812,3069,3175
6824,3063,3180
6836,3050,3167
6848,3036,3172
6860,3035,3184
6871,3036,3161
6883,3030,3167
6895,3031,3182
6907,3038,3189
6919,3044,3170
6931,3064,3172
6942,3085,3169
6954,3080,3151
6966,3082,3157
6978,3095,3164
6990,3104,3176
7002,3105,3170
7013,3103,3173
7025,3109,3186
7037,3102,3157
7049,3086,3181
7061,3078,3186
7073,3077,3178
7084,3074,3165
7096,3085,3185
7108,3094,3191
7120,3101,3176
7132,3114,3182
7144,3120,3195
7155,3125,3178
7167,3122,3177
7179,3120,3191
7191,3109,3189
7203,3090,3170
7214,3073,3170
7226,3054,3180
7238,3031,3172
7250,3020,3173
7262,3027,3188
7274,3043,3182
7285,3060,3162
7297,3086,3165
7309,3122,3171
7321,3128,3159
7333,3137,3160
7345,3137,3164
7356,3135,3161
7368,3121,3161
7380,3109,3170
7392,3093,3188
7404,3079,3160
7416,3075,3179
7427,3082,3183
7439,3086,3178
7451,3093,3176
7463,3107,3190
7475,3120,3196
7487,3116,3176
7498,3144,3195
7510,3150,3195
7522,3150,3196
7534,3170,3193
7546,3175,3199
7558,3168,3223
7569,3158,3208
7581,3141,3206
7593,3128,3217
7605,3103,3193
7617,3081,3191
7628,3056,3176
7640,3042,3183
7652,3026,3178
7664,3027,3191
7676,3040,3192
7688,3030,3180
7699,3021,3178
7711,3038,3189
7723,3048,3184
7735,3051,3178
7747,3064,3181
7759,3081,3197
7770,3086,3182
7782,3101,3184
7794,3103,3199
7806,3107,3188
7818,3102,3179
7830,3102,3179
7841,3105,3186
7853,3086,3169
7865,3091,3180
7877,3098,3201
7889,3101,3194
7901,3104,3202
7912,3099,3204
7924,3115,3209
7936,3114,3189
7948,3125,3202
7960,3153,3200
7971,3176,3201
7983,3209,3201
7995,3232,3204
8007,3257,3207
8019,3255,3184
8031,3239,3185
8042,3216,3193
8054,3169,3180
8066,3134,3182
8078,3099,3177
8090,3065,3169
8102,3027,3174
8113,3002,3177
8125,2994,3188
8137,2973,3169
