timestamp_ms,ppg1,ppg2
0,21,3040
12,24,2690
24,24,2440
35,25,2241
47,25,2134
59,22,2100
71,23,2129
83,22,2186
94,25,2237
106,20,2298
118,22,2332
130,18,2356
142,24,2376
153,22,2386
165,18,2404
177,23,2418
189,18,2488
201,19,2626
212,22,2816
224,27,3079
236,22,3390
248,21,3724
260,24,3909
271,29,3911
283,19,3908
295,27,3910
307,26,3908
319,31,3918
330,25,3914
342,23,3911
354,23,3910
366,23,3911
378,21,3910
389,25,3914
401,24,3912
413,24,3913
425,24,3913
437,23,3912
448,44,3911
460,21,3909
472,20,3910
484,24,3913
496,26,3914
508,21,3912
519,19,3917
531,24,3911
543,34,3911
555,25,3912
567,27,3921
578,23,3917
590,25,3917
602,25,3921
614,939,3915
626,2682,3916
637,3881,3918
649,3911,3918
661,3911,3913
673,3911,3916
685,3919,3908
697,3912,3914
708,3908,3912
720,3909,3903
732,3916,3906
744,3918,26
756,3916,20
767,3909,21
779,3914,24
791,3911,23
803,3909,23
815,3921,19
827,3912,11
838,3918,23
850,3914,21
862,3912,24
874,3917,21
886,3913,22
897,3915,20
909,3917,23
921,3913,26
933,3915,24
945,3912,22
956,3913,23
968,3918,24
980,3913,24
992,3910,19
1004,3902,21
1015,3908,22
1027,3912,24
1039,3912,26
1051,3919,24
1063,3915,20
1074,3915,24
1086,3905,27
1098,3912,22
1110,3907,26
1122,3909,26
1133,3904,24
1145,3902,23
1157,31,20
1169,24,27
1181,27,23
1192,24,23
1204,27,22
1216,25,21
1228,20,24
1240,22,26
1251,23,22
1263,23,24
1275,26,19
1287,25,26
1299,23,19
1310,23,26
1322,29,24
1334,19,30
1346,22,24
1358,21,18
1369,24,25
1381,25,26
1393,28,24
1405,1622,24
1417,3916,23
1428,3915,28
1440,3916,1152
1452,3921,3168
1464,3917,3513
1476,3924,2031
1488,3921,24
1499,3918,25
1511,3922,24
1523,3921,21
1535,3922,23
1547,3918,23
1558,3920,21
1570,3916,26
1582,3921,24
1594,3920,18
1606,3922,18
1617,3920,24
1629,3920,19
1641,3922,23
1653,3912,21
1665,3918,27
1677,3915,25
1688,3916,23
1700,3914,24
1712,3918,23
1724,3914,18
1736,3914,28
1747,3917,19
1759,3912,24
1771,3912,26
1783,3913,24
1795,3913,24
1806,3910,27
1818,3912,28
1830,3910,27
1842,3912,21
1854,3911,26
1866,3912,22
1877,3913,25
1889,3916,24
1901,3913,26
1913,3915,23
1925,3918,24
1936,3914,27
1948,3907,26
1960,3917,20
1972,3915,365
1984,3915,2673
1995,3917,3909
2007,3912,3905
2019,3913,3902
2031,3919,3907
2043,3916,3909
2055,3921,3911
2066,3914,3909
2078,3912,3913
2090,3914,3905
2102,3912,3916
2114,3917,3907
2125,3917,3909
2137,3917,3909
2149,3915,3912
2161,3917,3910
2173,3915,3908
2185,3914,3907
2196,3920,3913
2208,3917,3911
2220,3916,3902
2232,3919,3906
2244,3921,3911
2256,3921,3913
2267,3922,3909
2279,3920,3914
2291,3914,3910
2303,3915,3910
2315,3919,3914
2327,3916,3909
2338,3924,3914
2350,3919,3911
2362,3918,3910
2374,3919,3912
2386,3920,3908
2398,3915,3919
2409,3924,3913
2421,3920,3909
2433,3922,3908
2445,3922,3910
2457,3917,3912
2469,3922,3912
2480,3922,3913
2492,3920,3915
2504,3925,3908
2516,3921,3908
2528,3918,3915
2540,3926,3912
2551,3917,3912
2563,3914,3913
2575,3922,3911
2587,3918,3910
2599,3919,3910
2611,3919,3917
2622,3918,3907
2634,3921,3908
2646,3920,3912
2658,3917,3915
2670,3919,3913
2681,3926,3918
2693,3917,3910
2705,3914,3905
2717,3919,3908
2729,3922,3915
2741,3919,3914
2752,3919,3908
2764,3919,3917
2776,3920,3906
2788,3922,3907
2800,3917,3907
2812,3917,3910
2823,3913,3906
2835,3918,3907
2847,3918,3912
2859,3918,3907
2871,3914,3911
2883,3918,3913
2894,3921,3268
2906,3913,2726
2918,3920,2290
2930,3919,1981
2942,3918,1776
2953,3918,1672
2965,3916,1645
2977,3916,1670
2989,3917,1727
3001,3915,1812
3013,3918,1899
3024,3915,1991
3036,3918,2075
3048,3916,2157
3060,3915,2234
3072,3914,2306
3084,3913,2373
3095,3916,2454
3107,3915,2543
3119,3914,2625
3131,3918,2698
3143,3916,2757
3155,3915,2812
3166,3920,2884
3178,3916,2989
3190,3915,3136
3202,3920,3309
3214,3917,3495
3225,3918,3652
3237,3915,3749
3249,3919,3783
3261,3919,3756
3273,3920,3661
3285,3915,3551
3296,3918,3409
3308,3919,3247
3320,3917,3083
3332,3919,2931
3344,3913,2790
3356,3915,2685
3367,3918,2592
3379,3915,2482
3391,3912,2403
3403,3914,2303
